Wall time,Step,Value
1528414624.3012295,2500,4.624248027801514
1528415009.5005708,5000,4.394835948944092
1528415397.760988,7500,4.438424587249756
1528415786.071717,10000,4.393910884857178
1528416187.8812377,12500,4.2545671463012695
1528416600.8508868,15000,4.166389465332031
1528417020.085238,17500,4.136028289794922
1528417460.2895732,20000,4.049292087554932
1528417912.8301945,22500,4.0667901039123535
1528418368.8017528,25000,4.0356903076171875
1528418827.3408186,27500,4.1058855056762695
1528419280.8706226,30000,4.036960601806641
1528419755.235241,32500,3.9869306087493896
1528420239.7230835,35000,3.9669902324676514
1528420732.8285127,37500,3.9589526653289795
1528421221.499524,40000,3.954392194747925
1528421711.5121763,42500,3.944193124771118
1528422218.3837774,45000,3.924330711364746
1528422735.1274529,47500,3.9166691303253174
1528423261.073321,50000,3.9153754711151123
1528423783.1455317,52500,3.9134883880615234
1528424304.089078,55000,3.9100379943847656
1528424828.0664518,57500,3.9073548316955566
1528425350.4259453,60000,3.9008398056030273
1528425874.132199,62500,3.894970417022705
1528426397.235042,65000,3.9005680084228516
1528426916.929905,67500,3.9003193378448486
1528427436.7155223,70000,3.898582696914673
1528427975.1273868,72500,3.8902101516723633
1528428521.9595563,75000,3.8872528076171875
1528429074.6318264,77500,3.8825037479400635
1528429625.928501,80000,3.8782505989074707
1528430179.407626,82500,3.8758909702301025
1528430730.0693777,85000,3.8756484985351562
1528431282.2535467,87500,3.8731296062469482
1528431835.9334464,90000,3.871666431427002
1528432389.7414963,92500,3.8728995323181152
1528432941.0062714,95000,3.870941400527954
1528433492.7432127,97500,3.87101149559021
1528434047.2710047,100000,3.8719546794891357
1528434628.6732945,102500,3.867556095123291
1528435226.0655804,105000,3.8646161556243896
1528435826.1460137,107500,3.863311529159546
1528436445.90423,110000,3.861330270767212
1528437075.7971363,112500,3.8605153560638428
1528437709.6429677,115000,3.8586533069610596
1528438345.5372036,117500,3.8573319911956787
1528438984.3214939,120000,3.859092950820923
1528439636.5937977,122500,3.8567984104156494
1528440298.6528072,125000,3.856936454772949
1528440971.6044855,127500,3.855764627456665
1528441640.23154,130000,3.8547396659851074
1528442312.3992765,132500,3.855720281600952
1528442986.0371733,135000,3.8544886112213135
1528443672.593138,137500,3.854527235031128
1528444371.4022837,140000,3.8543667793273926
1528445069.3527846,142500,3.8528852462768555
1528445770.346947,145000,3.8535542488098145
1528446473.3829653,147500,3.852429151535034
1528447204.165012,150000,3.8533077239990234
1528447938.3796396,152500,3.852396011352539
1528448685.5611596,155000,3.8525569438934326
1528449422.13748,157500,3.853095293045044
1528450168.0727758,160000,3.852367401123047
1528450913.1423032,162500,3.8518285751342773
1528451662.0770648,165000,3.8520894050598145
1528452410.8224828,167500,3.8517301082611084
1528453158.8804111,170000,3.851999044418335
1528453723.2253876,172500,3.8498313426971436
1528454298.1479745,175000,3.8496007919311523
1528454877.8780794,177500,3.8492720127105713
1528455455.4052038,180000,3.8492820262908936
1528456035.3801758,182500,3.8491692543029785
1528456611.1670227,185000,3.848794937133789
1528457187.4953847,187500,3.8485107421875
1528457768.7107904,190000,3.848235845565796
1528458344.229889,192500,3.8487348556518555
1528458922.8064377,195000,3.848172664642334
1528459499.562882,197500,3.848351001739502
1528460078.1995194,200000,3.847921133041382
1528460656.5797226,202500,3.84798002243042
1528461232.5936944,205000,3.847931146621704
1528461810.96579,207500,3.8481507301330566
1528462386.584475,210000,3.847184419631958
1528462967.718337,212500,3.8475840091705322
1528463548.5004888,215000,3.8474843502044678
1528464125.429089,217500,3.8472907543182373
1528464703.328957,220000,3.8466341495513916
1528465282.7572072,222500,3.8473145961761475
1528465861.0625243,225000,3.8470067977905273
1528466439.2247176,227500,3.8469960689544678
1528467018.959559,230000,3.8468775749206543
1528467594.84693,232500,3.8467860221862793
1528468173.4519656,235000,3.8468477725982666
1528468752.0676708,237500,3.846595525741577
1528469329.4997194,240000,3.846376657485962
1528469909.102493,242500,3.8463330268859863
1528470488.2836375,245000,3.8463973999023438
1528471065.8691318,247500,3.846189260482788
1528471641.7076175,250000,3.8465776443481445
