Wall time,Step,Value
1529053051.1406283,2500,4.368312358856201
1529053592.2716336,5000,4.000433921813965
1529054139.4917316,7500,3.9568793773651123
1529054688.6927292,10000,3.9210901260375977
1529055238.7885828,12500,3.9203691482543945
1529055789.6924596,15000,3.9230151176452637
1529056340.7391927,17500,3.8975155353546143
1529056894.4396315,20000,3.8995697498321533
1529057443.6746542,22500,3.889078140258789
1529057996.5581782,25000,3.886505126953125
1529058549.5259252,27500,3.8878917694091797
1529059098.3391194,30000,3.8840742111206055
1529059650.4692638,32500,3.8762240409851074
1529060200.9793417,35000,3.8762965202331543
1529060752.7198808,37500,3.873633861541748
1529061305.558216,40000,3.86905574798584
1529061859.3638515,42500,3.8713769912719727
1529062411.275832,45000,3.8682937622070312
1529062961.9996555,47500,3.8692119121551514
1529063511.5554867,50000,3.864143133163452
1529064063.3002536,52500,3.865513324737549
1529064612.9967995,55000,3.8622307777404785
1529065165.8716052,57500,3.860107421875
1529065717.4364297,60000,3.8595519065856934
1529066267.4821997,62500,3.8587570190429688
1529066817.2167826,65000,3.8595027923583984
1529067368.5348172,67500,3.855924367904663
1529067921.4538105,70000,3.858980417251587
1529068473.4287503,72500,3.856727123260498
1529069023.3383446,75000,3.8544628620147705
1529069574.0427144,77500,3.852628469467163
1529070124.7049916,80000,3.8539562225341797
1529070672.848715,82500,3.8517749309539795
1529071221.285648,85000,3.8527023792266846
1529071772.5449522,87500,3.8507254123687744
1529072324.39633,90000,3.850414514541626
1529072872.9718018,92500,3.8505284786224365
1529073423.2348022,95000,3.850238561630249
1529073974.610602,97500,3.8495776653289795
1529074522.2772596,100000,3.8497517108917236
1529075071.4035563,102500,3.8494460582733154
1529075622.882593,105000,3.84940242767334
1529076171.471882,107500,3.848851442337036
1529076719.2007756,110000,3.8477816581726074
1529077268.3251355,112500,3.8484692573547363
1529077814.7902367,115000,3.848041534423828
1529078364.6322193,117500,3.8471174240112305
1529078913.6223826,120000,3.847952365875244
1529079462.4975178,122500,3.8479502201080322
1529080011.2951999,125000,3.846698760986328
1529080557.4101343,127500,3.8464014530181885
1529081105.803064,130000,3.846320390701294
1529081655.2236362,132500,3.8461222648620605
1529082204.9450073,135000,3.8457765579223633
1529082754.064078,137500,3.845947265625
1529083305.19942,140000,3.845109224319458
1529083856.4308784,142500,3.8451051712036133
1529084409.5661764,145000,3.8453140258789062
1529084959.600338,147500,3.8451180458068848
1529085510.5160549,150000,3.8447062969207764
1529086063.0174253,152500,3.8448920249938965
1529086616.2006402,155000,3.8448715209960938
1529087168.6188831,157500,3.8452794551849365
1529087719.6083276,160000,3.8445115089416504
1529088272.7660048,162500,3.8441073894500732
1529088826.7174048,165000,3.844130754470825
1529089376.0824106,167500,3.8442137241363525
1529089928.1678936,170000,3.843932628631592
1529090479.0141957,172500,3.8439717292785645
1529091030.370924,175000,3.8438308238983154
1529091579.863847,177500,3.84360408782959
1529092131.297056,180000,3.8435490131378174
1529092679.0213616,182500,3.843374252319336
1529093230.9672987,185000,3.8432509899139404
1529093781.4605958,187500,3.843512773513794
1529094331.8670135,190000,3.8432180881500244
1529094882.0713258,192500,3.8433756828308105
1529095429.9080846,195000,3.843130111694336
1529095980.9426084,197500,3.8431785106658936
1529096531.5823803,200000,3.8432226181030273
1529097083.7276654,202500,3.8429629802703857
1529097632.37922,205000,3.8427164554595947
1529098181.8809612,207500,3.8428258895874023
1529098731.7834167,210000,3.8428993225097656
1529099280.5440423,212500,3.8429956436157227
1529099830.853525,215000,3.8428990840911865
1529100382.2672946,217500,3.8426880836486816
1529100932.779186,220000,3.8426361083984375
1529101482.6066325,222500,3.842829465866089
1529102030.6677704,225000,3.842771053314209
1529102580.5409877,227500,3.84252667427063
1529103126.9961867,230000,3.8424365520477295
1529103679.1263971,232500,3.8425707817077637
1529104228.4961896,235000,3.8422372341156006
1529104777.704746,237500,3.8426833152770996
1529105322.5855486,240000,3.842611312866211
1529105869.6964636,242500,3.8423736095428467
1529106419.7169433,245000,3.8424253463745117
1529106968.0645926,247500,3.8423473834991455
1529109515.872235,250000,3.842172145843506
