0,Sun Jun  3 13:59:52 2018
1,Sun Jun  3 14:02:23 2018
2,Sun Jun  3 14:05:06 2018
3,Sun Jun  3 14:07:53 2018
4,Sun Jun  3 14:10:41 2018
5,Sun Jun  3 14:13:30 2018
6,Sun Jun  3 14:16:41 2018
7,Sun Jun  3 14:19:49 2018
8,Sun Jun  3 14:22:58 2018
9,Sun Jun  3 14:26:10 2018
10,Sun Jun  3 14:29:21 2018
11,Sun Jun  3 14:32:54 2018
12,Sun Jun  3 14:36:27 2018
13,Sun Jun  3 14:39:56 2018
14,Sun Jun  3 14:43:28 2018
15,Sun Jun  3 14:46:59 2018
16,Sun Jun  3 14:50:52 2018
17,Sun Jun  3 14:54:43 2018
18,Sun Jun  3 14:58:36 2018
19,Sun Jun  3 15:02:27 2018
20,Sun Jun  3 15:06:16 2018
21,Sun Jun  3 15:10:40 2018
22,Sun Jun  3 15:15:04 2018
23,Sun Jun  3 15:19:27 2018
24,Sun Jun  3 15:23:50 2018
25,Sun Jun  3 15:28:15 2018
26,Sun Jun  3 15:33:05 2018
27,Sun Jun  3 15:37:55 2018
28,Sun Jun  3 15:42:44 2018
29,Sun Jun  3 15:47:35 2018
30,Sun Jun  3 15:52:25 2018
31,Sun Jun  3 15:58:02 2018
32,Sun Jun  3 16:03:35 2018
33,Sun Jun  3 16:09:11 2018
34,Sun Jun  3 16:14:46 2018
35,Sun Jun  3 16:20:24 2018
36,Sun Jun  3 16:26:23 2018
37,Sun Jun  3 16:32:25 2018
38,Sun Jun  3 16:38:26 2018
39,Sun Jun  3 16:44:26 2018
40,Sun Jun  3 16:50:28 2018
41,Sun Jun  3 16:56:53 2018
42,Sun Jun  3 17:03:17 2018
43,Sun Jun  3 17:09:40 2018
44,Sun Jun  3 17:16:04 2018
45,Sun Jun  3 17:22:29 2018
46,Sun Jun  3 17:29:18 2018
47,Sun Jun  3 17:36:04 2018
48,Sun Jun  3 17:42:53 2018
49,Sun Jun  3 17:49:40 2018
50,Sun Jun  3 17:56:29 2018
51,Sun Jun  3 18:03:35 2018
52,Sun Jun  3 18:10:41 2018
53,Sun Jun  3 18:17:47 2018
54,Sun Jun  3 18:24:53 2018
55,Sun Jun  3 18:32:00 2018
56,Sun Jun  3 18:39:47 2018
57,Sun Jun  3 18:47:35 2018
58,Sun Jun  3 18:55:20 2018
59,Sun Jun  3 19:03:07 2018
60,Sun Jun  3 19:10:52 2018
61,Sun Jun  3 19:19:01 2018
62,Sun Jun  3 19:27:19 2018
63,Sun Jun  3 19:35:40 2018
64,Sun Jun  3 19:44:00 2018
65,Sun Jun  3 19:52:20 2018
66,Sun Jun  3 20:01:01 2018
67,Sun Jun  3 20:09:40 2018
68,Sun Jun  3 20:18:20 2018
69,Sun Jun  3 20:27:00 2018
70,Sun Jun  3 20:35:45 2018
71,Sun Jun  3 20:44:49 2018
72,Sun Jun  3 20:53:53 2018
73,Sun Jun  3 21:02:53 2018
74,Sun Jun  3 21:11:51 2018
75,Sun Jun  3 21:20:55 2018
76,Sun Jun  3 21:29:57 2018
77,Sun Jun  3 21:38:56 2018
78,Sun Jun  3 21:47:54 2018
79,Sun Jun  3 21:56:58 2018
80,Sun Jun  3 22:06:03 2018
81,Sun Jun  3 22:15:08 2018
82,Sun Jun  3 22:24:12 2018
83,Sun Jun  3 22:33:16 2018
84,Sun Jun  3 22:42:20 2018
85,Sun Jun  3 22:51:25 2018
86,Sun Jun  3 23:00:31 2018
87,Sun Jun  3 23:09:35 2018
88,Sun Jun  3 23:18:40 2018
89,Sun Jun  3 23:27:44 2018
90,Sun Jun  3 23:36:42 2018
91,Sun Jun  3 23:45:46 2018
92,Sun Jun  3 23:54:46 2018
93,Mon Jun  4 00:03:42 2018
94,Mon Jun  4 00:12:39 2018
95,Mon Jun  4 00:21:39 2018
96,Mon Jun  4 00:30:44 2018
97,Mon Jun  4 00:39:47 2018
98,Mon Jun  4 00:48:51 2018
99,Mon Jun  4 00:57:55 2018
