0,85.95,92.8,75.2,85.6,90.2
0,82.9,80.8,75.8,84.8,90.2
1,82.3,83.0,75.2,76.8,94.2
2,84.65,87.4,73.8,88.8,88.6
3,83.2,86.4,78.6,79.4,88.4
4,85.4,88.6,83.4,84.0,85.6
5,82.65,82.6,78.8,79.8,89.4
6,84.05,80.0,81.0,85.6,89.6
7,85.5,90.0,76.4,84.2,91.4
8,86.5,88.2,84.2,89.4,84.2
9,80.55,85.2,58.8,86.0,92.2
