0,646.9294630289078, 516.5336750745773, 494.46591460704803, 467.64711087942123, 439.23765194416046, 403.4816846549511, 370.97571082413197, 335.18922305107117, 307.1623803898692, 305.88979475945234, 283.10103019326925, 270.7402834482491, 259.28151497244835, 235.5396879222244, 227.62435324676335, 236.5389097854495, 225.97378043830395, 216.8124791830778, 205.00513703748584, 206.68640995025635
1,648.1355891227722, 498.83512622117996, 468.39948934316635, 429.53719341754913, 408.910147100687, 372.7823570817709, 334.3952874839306, 325.129298388958, 278.59215853363276, 273.7537912763655, 264.4099366031587, 270.60637111216784, 238.8594364821911, 231.00691282004118, 233.5926301535219, 237.87028476037085, 211.7195034828037, 221.94776962324977, 199.56279162690043, 217.926644615829
2,646.2602819800377, 517.0810751318932, 490.35843855142593, 457.6708550453186, 437.6162708699703, 399.7279626131058, 373.89885844290257, 336.2232159078121, 320.36353112757206, 294.1828233525157, 280.76648277789354, 306.2353558167815, 262.67500952631235, 256.34794968366623, 270.86102133989334, 262.73617719113827, 245.01439685374498, 221.9892189009115, 213.70674469321966, 209.3461130866781
3,657.0104595422745, 518.2069693803787, 496.3008153438568, 461.29946476221085, 423.866169154644, 393.94312086701393, 356.55072924494743, 338.7665381357074, 304.64263543486595, 319.02654299139977, 279.86776803433895, 318.22646413370967, 263.56634459272027, 235.63393895328045, 236.00247210636735, 234.8315552342683, 219.43896451219916, 211.1046519689262, 215.00642381608486, 208.19745667092502
4,773.8375695347786, 507.9729179739952, 484.1192035675049, 444.86320900917053, 409.51370245218277, 383.19446063041687, 345.76977717876434, 343.73155249655247, 302.244500041008, 286.7449500337243, 280.1088445931673, 255.6166775226593, 257.7167268060148, 227.93515688180923, 229.09468408487737, 222.40308904275298, 207.34687192365527, 219.60517164319754, 194.53551757894456, 208.3555215485394
5,767.950446665287, 517.7832968831062, 493.4025872349739, 471.7663632631302, 437.67645290493965, 387.3254120349884, 358.74790094792843, 337.22388254106045, 305.9252470508218, 280.9781001135707, 298.6888721585274, 270.1632523536682, 256.70400831848383, 233.19563288986683, 247.26484880968928, 251.36353025957942, 225.10316125117242, 224.86967232450843, 207.6178429601714, 229.6614681854844
6,655.1549791693687, 500.08410799503326, 482.04707461595535, 450.874102473259, 433.79873609542847, 388.0845248103142, 358.05910685658455, 327.6259166896343, 307.9242938235402, 278.5652417242527, 269.8243898898363, 251.82564878463745, 257.8430980127305, 236.18691892549396, 231.37145647779107, 226.88057568948716, 204.88687341846526, 225.00821163132787, 202.6413631029427, 209.5699238013476
7,649.3686819076538, 512.8881935477257, 489.6645221710205, 459.9321084022522, 422.569945782423, 388.6754117310047, 360.2771250754595, 340.5512922182679, 317.406760558486, 279.2281804010272, 274.6029259413481, 257.589383918792, 255.407416023314, 238.56469321995974, 228.9687289968133, 243.3758955076337, 208.40685710683465, 209.6732723582536, 211.52274201251566, 206.85061213932931
8,747.0156569480896, 518.9106076955795, 500.2190116047859, 474.9040978550911, 447.9590989649296, 401.21854558587074, 367.99513460695744, 332.5881804227829, 302.00634706020355, 299.35151075571775, 299.53139632195234, 266.85467913746834, 265.1095234155655, 245.30075929313898, 258.14545422792435, 242.35822857357562, 226.8335420228541, 219.42635683342814, 216.22583916038275, 231.46209550462663
9,685.0144550204277, 507.6780390739441, 479.30055290460587, 440.5935539007187, 420.2684352695942, 392.5627098977566, 378.42881651222706, 327.98921436071396, 305.9819010272622, 291.2493087463081, 281.96644808351994, 269.12228367850184, 259.6895439699292, 261.9254222474992, 248.42877232283354, 237.33855734393, 272.65780061483383, 233.47532325983047, 230.70645770058036, 218.6908962894231
10,660.6632274389267, 503.8792769908905, 482.30065232515335, 449.6619859933853, 423.81971898674965, 386.57217371463776, 394.41720773279667, 345.36823496222496, 332.1859114766121, 311.20867274701595, 300.51460456848145, 293.67982778698206, 279.8728862479329, 254.54197072982788, 267.0424840450287, 277.94064070284367, 251.89949864521623, 244.45219149813056, 212.2561807781458, 229.93695386126637
11,669.6386326551437, 509.30144852399826, 486.487144112587, 458.4743787050247, 431.81514570116997, 391.9125393629074, 356.7267805188894, 320.1139789968729, 334.96900844573975, 313.41314152628183, 290.17102187126875, 281.6152727380395, 271.64711628854275, 240.97691247984767, 233.01629441604018, 229.98883054591715, 226.66293883509934, 213.91767709888518, 200.13853946514428, 199.5855942396447
12,610.9596062898636, 511.1883348226547, 485.54497051239014, 450.82624530792236, 419.895287334919, 384.7821835279465, 345.15413424372673, 329.3656086847186, 289.49874643981457, 293.313358977437, 259.6569930240512, 240.98961241170764, 243.65561188012362, 231.25977401062846, 236.89169255644083, 213.1039524078369, 194.4273355230689, 215.54653188586235, 189.1969986539334, 204.00892078131437
13,655.7215449810028, 518.7795788645744, 491.025872528553, 469.3980295062065, 450.82282093167305, 415.19814306497574, 392.7116598933935, 360.52899082005024, 324.18877014517784, 300.732224188745, 287.23978588730097, 276.73957052081823, 252.7371273264289, 250.68963766470551, 233.74703317135572, 247.116934299469, 229.48626555502415, 224.8528430145234, 217.0746768657118, 212.5972308255732
14,803.2687507867813, 519.7038887739182, 505.76133358478546, 476.14249861240387, 452.2091851234436, 413.42802342772484, 376.5765160918236, 355.40836733579636, 321.1364824473858, 314.38776006549597, 293.8615500256419, 274.6069456934929, 258.23153284192085, 249.80746091529727, 240.17756965756416, 238.54446322470903, 228.95547225140035, 223.9707228206098, 231.02210171706975, 202.22586722951382
