0,773.9509502649307, 539.8371856212616, 523.928943157196, 506.60530465841293, 470.32573050260544, 469.4219808578491, 447.19045662879944, 406.27421113848686, 388.49583899974823, 359.9851807355881, 368.68044362962246, 321.94574216008186, 299.86120203882456, 273.3241580054164, 271.4146281443536
1,644.2270587682724, 541.2211453914642, 526.109256207943, 506.2866467833519, 460.5295749306679, 460.9671458005905, 432.02877044677734, 405.79246973991394, 372.7411984503269, 332.81497655808926, 338.3180495798588, 301.4938105493784, 291.6631270647049, 272.6043146327138, 247.04659328982234
2,697.3037009239197, 536.6477185487747, 517.4514061808586, 501.3967009782791, 442.9176236987114, 468.5925713777542, 437.7458690404892, 422.41274070739746, 397.8967463374138, 390.96169847249985, 390.97906160354614, 338.154450699687, 308.44535748660564, 282.4257455691695, 283.9207729846239
3,737.8183970451355, 541.025065779686, 525.8483352065086, 504.7111699581146, 462.61303931474686, 465.20005482435226, 429.07111489772797, 393.5707439482212, 377.57584124803543, 352.23619128763676, 349.040083527565, 305.6569489836693, 279.5612654685974, 260.85958609730005, 264.3858180232346
4,613.9993207454681, 531.2493606209755, 506.13659554719925, 464.25950795412064, 398.1036527752876, 431.3174371421337, 411.5718906521797, 376.6329023241997, 362.0290994644165, 328.5013561695814, 343.2568319141865, 311.57079066336155, 276.9867732822895, 261.1310340091586, 251.53292027115822
5,629.2006757259369, 535.46124958992, 504.13008999824524, 471.5055698156357, 404.91065150499344, 421.54666420817375, 395.4272535443306, 353.37804159522057, 330.74571308493614, 323.7245483994484, 322.86679216474295, 287.3913614824414, 269.8173380792141, 264.15299060195684, 250.84507650509477
6,682.3967143297195, 527.8552768230438, 485.7340862751007, 401.24229070544243, 357.75321504473686, 439.2262930572033, 416.9084140956402, 383.8118037581444, 370.96730230748653, 331.71293449401855, 364.27214273810387, 329.4324197769165, 295.9134888499975, 272.447045981884, 252.27306535840034
7,782.9644364118576, 538.845405459404, 522.5301493406296, 503.70329678058624, 461.69606480002403, 472.23169243335724, 433.50321513414383, 410.0006762444973, 380.3808431327343, 360.0937789976597, 359.28135868906975, 325.4872583001852, 303.395709246397, 285.09642769396305, 273.1233974099159
8,686.4346054792404, 538.7573819160461, 517.8184992671013, 483.25244319438934, 430.3897193670273, 457.85702991485596, 420.88523665070534, 385.69338198006153, 363.00815020501614, 328.18007449805737, 338.6554678231478, 321.3619676530361, 292.5551533102989, 288.18840949237347, 277.9678470566869
9,698.3510459661484, 536.0218894481659, 513.4750918149948, 484.98656153678894, 425.2872744500637, 449.49593448638916, 426.32021072506905, 398.2891131043434, 366.55933341383934, 343.0098010599613, 364.1962769776583, 318.4012594297528, 299.297344237566, 268.5363110303879, 257.5914817452431
10,673.3480633497238, 535.4111710190773, 505.74608689546585, 465.02758622169495, 402.05855816602707, 435.72838550806046, 396.7142830789089, 365.4608890712261, 341.6065967530012, 325.5957791954279, 317.1840298101306, 292.7255873158574, 265.85160897672176, 259.35201811790466, 241.4494876526296
11,733.2379393577576, 541.3088881969452, 527.8046183586121, 512.3483187556267, 480.0365666151047, 478.0499564409256, 444.34225246310234, 406.6298567056656, 377.8902046382427, 364.4429981261492, 353.20036409795284, 312.60767540335655, 297.6024699360132, 274.5465790629387, 256.55763378739357
12,683.5612818002701, 539.3349542617798, 527.6330528855324, 510.5886662006378, 469.147417396307, 474.71140879392624, 442.0678045153618, 408.36813908815384, 389.52583503723145, 359.00888592004776, 340.97456346452236, 317.2986869290471, 299.56030632555485, 280.0278963446617, 282.9529538452625
13,805.1393520832062, 529.9097779989243, 498.974159181118, 453.4623882174492, 384.97400283813477, 442.8389430642128, 408.45461493730545, 396.14729699492455, 366.36185202002525, 340.33349472284317, 360.22195883095264, 336.7136890441179, 297.4202556461096, 272.4406022615731, 263.992525562644
14,694.7604193687439, 536.0176397562027, 509.04057800769806, 473.5023940205574, 428.34422850608826, 467.7113260626793, 439.3434912264347, 418.9461957514286, 384.91675838828087, 353.03555595874786, 369.2642887532711, 335.5408778786659, 296.8547024130821, 286.467940941453, 265.2417793944478
15,646.9537159204483, 532.5919159650803, 501.2145757675171, 456.774700820446, 401.6050304174423, 442.0209705233574, 417.9945444762707, 397.94003650546074, 365.63855841755867, 339.23579865694046, 360.8540987223387, 308.1082301810384, 285.6207465864718, 269.4761217646301, 247.4755642041564
16,779.1797280311584, 537.4921263456345, 521.5566112995148, 497.24197643995285, 441.0353182554245, 456.6181434392929, 428.89765882492065, 400.77570393681526, 369.88967898488045, 341.04203449189663, 339.2209807783365, 314.3596913665533, 285.06209045648575, 272.90871485322714, 271.21362309902906
17,682.5143575668335, 534.9820940494537, 507.1019462943077, 468.6522274017334, 413.7689920067787, 435.1895007789135, 402.5528343319893, 371.32941457629204, 354.22521048784256, 329.72775653004646, 331.0889903306961, 293.7368015423417, 275.2140485942364, 255.10122913122177, 247.16754040680826
18,626.7731251716614, 541.5760476589203, 527.3159613609314, 501.7728291749954, 459.90426260232925, 454.7484015226364, 432.4774758219719, 397.629834651947, 375.89942705631256, 355.69998690485954, 361.75794181227684, 332.1197552829981, 295.07127925753593, 295.2789931446314, 289.4833919107914
19,643.5544573068619, 534.0744230747223, 509.6339010000229, 477.19409477710724, 422.89500692486763, 444.9676752090454, 408.53172117471695, 372.191459774971, 356.6846201121807, 326.84649673104286, 346.6943950802088, 315.83409079164267, 295.7018126323819, 278.8128691613674, 279.97477443143725
