0,80.55,90.2,65.2,76.4,90.4
1,73.0,83.2,39.2,81.2,88.4
2,79.1,88.0,81.2,68.8,78.4
3,77.85,75.6,74.2,76.6,85.0
4,79.75,88.8,64.4,73.8,92.0
5,77.25,88.0,58.6,76.2,86.2
6,81.2,88.2,69.4,79.4,87.8
7,80.85,87.6,67.0,78.8,90.0
8,54.95,63.8,63.4,18.0,74.6
9,69.35,66.0,61.2,80.4,69.8
10,77.45,84.4,59.4,76.6,89.4
11,78.2,85.8,63.4,76.2,87.4
12,79.75,87.8,62.8,78.6,89.8
13,71.65,68.4,59.8,80.8,77.6
14,80.35,81.4,75.0,77.6,87.4
15,74.1,87.6,45.2,67.4,96.2
16,74.05,73.8,66.8,75.6,80.0
17,81.1,89.2,72.6,72.8,89.8
18,66.85,41.6,77.8,75.2,72.8
19,80.35,87.6,66.8,73.2,93.8
20,81.55,88.2,71.2,74.6,92.2
21,80.35,81.2,80.0,73.6,86.6
22,80.7,90.6,65.0,80.6,86.6
23,80.15,87.4,74.8,74.2,84.2
24,73.8,73.6,57.8,81.0,82.8
25,78.05,87.6,57.4,77.4,89.8
26,66.85,54.2,50.0,79.4,83.8
27,56.7,35.4,65.2,61.6,64.6
28,78.45,83.8,65.4,79.2,85.4
29,80.5,85.2,73.0,76.0,87.8
30,77.75,80.4,74.6,75.0,81.0
31,76.2,80.8,64.6,75.6,83.8
32,81.05,84.8,78.4,74.4,86.6
33,75.7,81.2,57.6,81.4,82.6
34,80.45,87.0,71.2,79.0,84.6
35,79.95,87.2,71.0,78.8,82.8
36,78.6,88.4,61.6,78.4,86.0
37,73.4,67.4,69.4,79.2,77.6
38,75.6,94.6,39.4,84.8,83.6
39,80.05,86.2,65.0,82.2,86.8
40,81.25,93.0,67.2,79.4,85.4
41,77.8,93.0,52.0,82.4,83.8
42,80.6,90.2,70.4,72.0,89.8
43,75.05,81.4,64.0,75.6,79.2
44,76.45,78.4,62.8,82.0,82.6
45,80.4,88.6,70.4,75.6,87.0
46,75.35,87.6,46.6,84.4,82.8
47,79.2,84.0,69.4,79.0,84.4
48,81.85,89.2,74.4,73.2,90.6
49,72.55,72.0,60.8,81.4,76.0
50,75.2,83.4,59.2,75.8,82.4
51,72.85,70.8,63.0,73.2,84.4
52,72.85,67.4,61.8,78.6,83.6
53,75.15,79.0,63.2,79.0,79.4
54,77.4,85.8,57.8,79.4,86.6
55,71.75,63.8,76.6,73.2,73.4
56,78.95,92.0,54.8,80.0,89.0
57,79.3,87.0,67.6,73.4,89.2
58,77.35,77.8,66.8,82.2,82.6
59,80.65,84.2,74.4,75.2,88.8
60,66.75,88.0,61.6,40.0,77.4
61,75.3,74.0,72.8,75.2,79.2
62,77.75,87.8,56.2,80.8,86.2
63,77.5,88.6,50.4,82.6,88.4
64,80.25,88.8,64.0,79.6,88.6
65,77.55,86.6,66.0,72.8,84.8
66,78.25,85.0,70.8,79.0,78.2
67,80.95,89.2,67.6,79.2,87.8
68,78.65,86.4,61.8,74.2,92.2
69,71.25,82.0,35.0,80.8,87.2
70,64.45,78.0,58.2,42.8,78.8
71,70.25,64.6,71.4,75.4,69.6
72,79.15,86.6,67.0,83.6,79.4
73,79.4,85.4,69.0,75.0,88.2
74,74.3,81.0,58.8,81.2,76.2
75,76.4,90.2,50.0,84.0,81.4
76,80.4,89.2,79.2,71.2,82.0
77,74.5,82.0,48.0,82.6,85.4
78,81.85,85.2,75.4,80.0,86.8
79,79.4,89.0,59.8,79.4,89.4
80,79.3,88.2,63.4,78.0,87.6
81,80.75,91.2,71.4,78.8,81.6
82,80.85,89.4,71.4,76.2,86.4
83,79.35,85.8,64.0,80.2,87.4
84,80.3,92.2,62.2,78.8,88.0
85,72.75,70.4,57.4,80.8,82.4
86,77.5,76.4,70.4,72.0,91.2
87,77.3,80.0,65.6,77.2,86.4
88,79.55,83.6,77.4,77.6,79.6
89,78.1,91.0,57.2,79.0,85.2
90,76.9,78.8,66.2,78.0,84.6
91,81.0,85.2,78.8,73.6,86.4
92,76.8,92.0,50.2,75.4,89.6
93,74.1,71.8,61.6,77.6,85.4
94,64.75,48.8,57.2,66.6,86.4
95,78.2,85.4,61.0,75.6,90.8
96,76.7,84.2,83.2,77.8,61.6
97,77.15,85.6,57.6,76.6,88.8
98,67.65,76.6,45.4,70.4,78.2
99,81.4,90.4,69.0,78.6,87.6
