0,76.2,82.4,57.4,86.2,78.8
1,80.45,91.0,67.6,78.0,85.2
2,82.0,91.2,69.2,78.2,89.4
3,79.85,90.4,56.8,86.0,86.2
4,79.1,77.2,71.8,85.6,81.8
5,77.5,79.4,64.8,81.6,84.2
6,68.75,57.4,58.4,85.2,74.0
7,76.35,82.4,56.6,86.6,79.8
8,78.45,86.8,60.2,78.0,88.8
9,75.4,78.4,57.0,81.2,85.0
10,80.2,86.4,68.4,75.2,90.8
11,81.45,86.6,75.0,76.2,88.0
12,80.9,90.2,62.4,90.6,80.4
13,76.55,83.8,58.2,85.0,79.2
14,77.3,84.0,64.2,71.4,89.6
15,74.0,76.0,60.6,90.8,68.6
16,74.6,76.0,63.4,86.4,72.6
17,74.9,89.4,50.0,69.4,90.8
18,80.9,91.8,60.0,87.2,84.6
19,80.75,92.8,69.6,77.6,83.0
20,78.6,83.8,58.0,86.6,86.0
21,76.8,88.4,51.4,72.2,95.2
22,80.5,83.0,75.4,86.0,77.6
23,80.3,87.2,75.2,85.4,73.4
24,79.0,81.0,62.2,82.8,90.0
25,79.4,80.0,69.8,83.2,84.6
26,71.85,69.0,57.8,88.8,71.8
27,80.8,87.6,67.8,72.0,95.8
28,78.8,84.8,77.2,77.0,76.2
29,80.95,92.8,63.2,79.6,88.2
30,75.5,78.8,73.6,82.8,66.8
31,81.65,89.6,74.4,72.4,90.2
32,78.8,82.6,70.8,83.6,78.2
33,78.25,80.6,70.8,91.8,69.8
34,74.75,67.2,67.2,86.6,78.0
35,82.65,87.6,71.0,81.4,90.6
36,74.1,71.8,66.2,79.0,79.4
37,80.65,87.4,65.0,82.6,87.6
38,77.0,75.4,68.8,78.2,85.6
39,74.7,74.8,68.4,78.6,77.0
40,74.85,60.8,78.6,84.2,75.8
41,79.4,87.4,65.0,80.0,85.2
42,79.4,88.8,61.4,79.2,88.2
43,74.5,80.8,47.0,80.0,90.2
44,77.15,93.6,56.2,64.4,94.4
45,80.7,87.0,69.6,88.8,77.4
46,79.7,83.2,64.2,86.0,85.4
47,76.95,79.6,59.6,74.0,94.6
48,81.75,83.0,72.8,78.4,92.8
49,75.6,76.4,61.0,88.0,77.0
50,81.65,89.2,67.6,88.0,81.8
51,71.0,53.4,70.8,85.8,74.0
52,78.7,86.6,71.8,86.0,70.4
53,80.15,91.2,64.4,78.2,86.8
54,76.65,78.4,80.0,73.6,74.6
55,76.25,75.6,61.0,76.0,92.4
56,77.8,79.6,61.6,83.0,87.0
57,73.35,73.8,60.2,85.0,74.4
58,74.0,76.2,64.0,74.2,81.6
59,78.35,79.8,75.2,86.2,72.2
60,77.3,83.2,63.6,87.0,75.4
61,80.0,88.4,67.0,81.0,83.6
62,78.6,89.6,67.6,85.6,71.6
63,79.55,89.4,64.0,75.6,89.2
64,79.15,75.6,77.6,80.0,83.4
65,79.05,84.8,62.8,78.8,89.8
66,78.4,82.8,59.2,84.8,86.8
67,79.5,90.0,66.6,82.8,78.6
68,79.05,81.4,73.6,74.8,86.4
69,80.7,92.0,60.8,90.8,79.2
70,72.35,75.0,53.4,86.0,75.0
71,79.85,86.8,67.4,79.2,86.0
72,73.25,86.2,35.0,76.2,95.6
73,82.2,91.0,67.0,82.4,88.4
74,80.75,92.6,68.0,76.0,86.4
75,78.75,88.6,56.6,77.6,92.2
76,76.9,78.2,64.2,82.6,82.6
77,78.95,78.0,73.0,79.4,85.4
78,80.4,90.6,71.0,74.2,85.8
79,82.15,93.2,62.2,78.6,94.6
80,76.65,73.0,68.6,83.4,81.6
81,77.3,90.6,62.4,77.0,79.2
82,68.45,53.8,75.0,88.2,56.8
83,80.65,85.8,65.4,82.0,89.4
84,79.25,,78.0,71.2,78.8,89.0
85,77.45,,77.4,73.4,89.4,69.6
86,80.3,,85.6,63.4,77.6,94.6
87,77.4,,80.2,66.0,78.2,85.2
88,74.25,,60.2,78.8,77.4,80.6
89,75.25,,84.8,50.4,78.8,87.0
90,82.85,,89.6,71.2,79.0,91.6
91,78.15,,84.2,62.2,77.8,88.4
92,77.5,,77.2,68.0,86.8,78.0
93,78.55,,84.2,70.4,80.0,79.6
94,79.1,,81.6,74.6,77.4,82.8
95,77.7,,86.6,62.2,81.4,80.6
96,82.05,,89.6,66.4,83.6,88.6
97,77.95,,80.4,70.0,86.4,75.0
98,77.1,,78.8,64.0,78.4,87.2
99,72.4,,71.0,53.2,89.0,76.4
