0,71.6,85.6,38.2,73.8,88.8
1,77.75,89.2,60.4,71.4,90.0
2,74.1,69.4,74.8,72.8,79.4
3,78.2,84.2,66.8,73.4,88.4
4,73.4,75.2,58.2,81.6,78.6
5,77.7,89.0,56.8,78.6,86.4
6,73.15,92.4,40.0,79.4,80.8
7,73.75,72.2,60.6,77.8,84.4
8,77.2,78.4,77.0,72.8,80.6
9,81.25,85.4,76.8,72.6,90.2
10,65.9,48.0,53.0,81.2,81.4
11,78.75,90.6,67.0,75.2,82.2
12,79.55,84.6,78.4,73.8,81.4
13,80.7,88.8,71.6,76.2,86.2
14,78.7,82.0,69.8,76.8,86.2
15,78.6,82.4,68.0,75.8,88.2
16,75.7,85.4,55.0,74.4,88.0
17,77.9,80.8,74.4,73.2,83.2
18,76.25,81.0,64.8,78.0,81.2
19,73.75,81.6,45.4,78.4,89.6
20,76.2,91.2,52.4,76.8,84.4
21,76.95,80.4,65.6,74.8,87.0
22,78.1,78.0,70.2,76.4,87.8
23,74.75,81.6,54.0,76.4,87.0
24,75.1,88.8,48.0,81.8,81.8
25,77.3,83.2,68.8,71.6,85.6
26,77.65,90.0,56.2,74.4,90.0
27,73.45,76.6,57.8,76.6,82.8
28,77.7,87.4,63.0,77.8,82.6
29,78.5,81.0,66.4,75.6,91.0
30,68.55,91.6,61.6,65.6,55.4
31,73.7,75.4,58.4,80.8,80.2
32,71.1,67.2,65.4,80.8,71.0
33,74.6,87.2,49.2,79.8,82.2
34,77.7,82.6,61.2,77.4,89.6
35,73.7,90.0,41.8,77.6,85.4
36,79.3,81.8,79.2,74.0,82.2
37,72.1,67.0,59.2,73.2,89.0
38,79.0,88.4,66.0,74.0,87.6
39,75.6,77.8,63.4,74.0,87.2
40,77.45,83.8,82.8,71.2,72.0
41,78.1,83.0,65.8,73.4,90.2
42,77.1,93.0,53.4,75.0,87.0
43,78.45,87.0,64.8,78.0,84.0
44,78.75,78.4,78.6,72.4,85.6
45,78.1,87.6,60.0,78.8,86.0
46,79.3,88.8,65.4,74.2,88.8
47,75.25,80.0,53.8,78.8,88.4
48,71.15,64.6,68.6,81.0,70.4
49,71.2,93.6,28.0,75.0,88.2
50,80.4,82.4,76.6,74.4,88.2
51,77.4,85.8,57.4,74.4,92.0
52,78.95,85.4,71.8,74.8,83.8
53,79.0,82.8,69.2,74.2,89.8
54,77.6,87.2,58.8,78.4,86.0
55,75.4,87.6,56.4,65.6,92.0
56,74.3,87.6,45.0,75.4,89.2
57,68.6,67.6,51.0,79.8,76.0
58,78.3,80.8,73.8,73.6,85.0
59,68.95,65.2,42.8,77.2,90.6
60,79.5,87.4,68.4,73.4,88.8
61,76.4,83.4,52.2,77.8,92.2
62,79.7,88.4,65.6,75.0,89.8
63,72.75,90.2,43.6,70.8,86.4
64,78.45,86.8,65.8,72.2,89.0
65,79.35,90.8,65.8,74.6,86.2
66,78.15,81.2,65.4,78.0,88.0
67,79.35,82.2,77.2,75.2,82.8
68,73.7,85.6,50.8,81.4,77.0
69,79.4,86.4,64.0,76.0,91.2
70,74.35,78.6,57.8,77.8,83.2
71,75.65,86.8,57.2,72.0,86.6
72,76.5,92.4,49.4,78.8,85.4
73,79.25,89.2,61.4,76.8,89.6
74,73.35,67.6,68.2,74.2,83.4
75,59.1,49.2,30.2,76.4,80.6
76,71.2,74.0,67.0,75.6,68.2
77,77.4,87.6,61.8,75.4,84.8
78,75.3,84.0,63.8,81.6,71.8
79,61.75,79.0,49.6,33.6,84.8
80,80.5,83.8,77.8,70.8,89.6
81,73.3,71.6,55.6,78.6,87.4
82,78.3,87.0,66.0,72.2,88.0
83,78.15,87.4,59.8,74.4,91.0
84,78.85,86.8,62.8,77.4,88.4
85,70.35,61.2,60.8,83.6,75.8
86,76.4,84.0,58.6,80.6,82.4
87,77.3,83.8,58.2,77.0,90.2
88,74.4,80.2,48.4,76.8,92.2
89,75.6,86.0,52.0,76.4,88.0
90,80.45,86.8,73.6,72.4,89.0
91,79.8,90.6,66.2,80.4,82.0
92,76.65,83.4,63.8,70.8,88.6
93,73.6,79.2,55.6,78.2,81.4
94,79.6,85.8,67.0,71.8,93.8
95,74.95,86.6,50.6,78.4,84.2
96,78.75,85.0,73.8,80.2,76.0
97,63.2,64.6,36.2,81.0,71.0
98,72.7,90.0,32.0,79.6,89.2
99,79.15,80.8,71.2,77.0,87.6
