0,706.3141660690308, 518.3109256625175, 495.54969477653503, 466.0064952969551, 445.8903206884861, 406.81089758872986, 378.67218466103077, 339.8754009902477, 320.0662796199322, 310.32588693499565, 281.7921782359481, 305.37325402349234, 260.3034915924072, 250.8074316959828, 245.2939227297902, 246.59466546401381, 214.1612456329167, 227.31410493701696, 273.0450446372852, 207.03689990192652, 217.8284748289734, 205.6649198886007, 216.00861700810492, 223.39685566723347, 201.08674053661525, 230.56716256216168, 177.4642315702513, 188.5342431049794, 183.14627627795562, 173.55692047905177
1,660.8575735092163, 515.5454296469688, 490.57944625616074, 452.2800152897835, 417.4151880592108, 385.49376490712166, 370.31033477187157, 346.81977988779545, 311.4486660733819, 292.8939553424716, 291.7821638509631, 276.8909924849868, 268.9334939830005, 248.9579899571836, 249.3747493699193, 239.84982852824032, 229.26443769037724, 234.21440529450774, 201.16047780029476, 211.44943056069314, 198.5123233180493, 191.9277430428192, 206.6841597110033, 180.879477256909, 178.60990304872394, 179.17405629251152, 172.435516692698, 188.69890147820115, 151.43713823566213, 170.28499281965196
2,694.42824614048, 505.71570551395416, 484.0179339647293, 462.0759825706482, 437.0996346771717, 396.91328036785126, 354.7088456302881, 335.5963214635849, 318.1839741319418, 297.1246991381049, 275.8245829716325, 276.98466922715306, 263.50551630556583, 247.42046631127596, 239.730603531003, 248.13314122706652, 229.4124709367752, 243.62317037582397, 213.19105582032353, 221.3507869001478, 210.288794497028, 201.6691970191896, 201.23682232946157, 200.76534760650247, 194.48241800256073, 190.2518295859918, 178.79777498729527, 191.0621947417967, 178.61025253869593, 165.58225380908698
3,632.543897151947, 517.4309034943581, 499.70111644268036, 475.8163592219353, 451.7952982187271, 406.0304820239544, 377.1638261973858, 344.59415540099144, 318.5398187339306, 305.376196436584, 293.4618111811578, 279.6391337290406, 266.8118737116456, 251.95107044279575, 244.8891633823514, 229.5863911602646, 226.9668022338301, 228.79842284694314, 206.5429655984044, 230.76318421587348, 219.15361393988132, 195.58302779868245, 197.34393840283155, 206.3666124753654, 193.63079253584146, 191.06718305218965, 184.45571971032768, 178.05616077873856, 176.48527077399194, 177.47772275470197
4,632.0519227981567, 513.5765324831009, 494.68383890390396, 464.08396488428116, 437.84834480285645, 401.4868664443493, 358.69645258784294, 343.272469624877, 319.48823622614145, 297.3920103088021, 283.53127977252007, 273.8607823178172, 268.3692760616541, 230.23248056322336, 239.27776017785072, 249.32665638253093, 226.96926052309573, 235.56435391679406, 203.98195786774158, 208.09791825152934, 204.77295778505504, 206.44601563364267, 194.836246361956, 198.2399801025167, 192.53817942924798, 197.40805750945583, 175.71825622115284, 185.94427456334233, 166.81497997045517, 184.04367606528103
5,716.0276581048965, 517.5358490347862, 497.4133717417717, 474.3471143245697, 454.47634649276733, 425.81819728016853, 405.24039393663406, 374.2999716103077, 362.43754667043686, 331.4392574131489, 315.11259335279465, 299.75328101217747, 276.919441267848, 273.5301464125514, 285.39214839041233, 248.43483793362975, 255.91023499146104, 238.89336336776614, 229.21368317864835, 257.045238699764, 279.7353729829192, 268.53042336925864, 251.83452131599188, 241.0015283934772, 236.49398159980774, 225.7480948176235, 210.1910473201424, 189.57677457109094, 198.7164093228057, 190.8317931042984
6,714.0863164663315, 509.92186093330383, 485.1147138476372, 447.5554382801056, 411.7158049046993, 367.72405306994915, 346.55281430482864, 326.4255947172642, 297.78228744119406, 271.29614463448524, 261.6967207416892, 276.16238682344556, 261.9598086923361, 230.91408536583185, 227.22413279116154, 244.86838392168283, 258.44718251004815, 227.64706420339644, 218.21074234507978, 204.0144059471786, 214.2804118115455, 224.26469353213906, 197.84323555137962, 182.42150172404945, 180.4684144621715, 179.10488627199084, 176.52370564593002, 179.50417793076485, 176.57587639754638, 158.3628887529485
7,643.0469003915787, 520.6669741272926, 499.11011934280396, 471.7791166305542, 450.9167280495167, 415.95732164382935, 395.9574231803417, 385.96441012620926, 356.55471420288086, 348.9266825914383, 337.6768872588873, 317.62144811451435, 292.7198951393366, 278.99347104877234, 281.96964655816555, 278.5140682011843, 265.815926682204, 255.40682632103562, 236.94366642832756, 248.13617669045925, 228.4327054899186, 245.2946154475212, 225.0730553790927, 206.86103776842356, 217.41117108985782, 195.40247771702707, 243.14513639453799, 198.2963146250695, 192.03159452043474, 193.8779332563281
8,640.2929674983025, 503.6605779528618, 479.10051345825195, 448.03744930028915, 421.8735089600086, 376.6189123094082, 357.87662313878536, 330.8517913669348, 309.69019205123186, 280.11785830557346, 284.3580405563116, 251.009595612064, 276.3459554128349, 261.9559043608606, 229.98602663353086, 220.65056146867573, 224.34480448439717, 215.92834208719432, 230.2751357741654, 206.48674469813704, 188.84622234292328, 196.34509318880737, 188.42955708689988, 184.2592062819749, 178.87690414348617, 167.77092113532126, 167.76216404139996, 167.30289799068123, 185.9267457984388, 159.07816963992082
9,670.9125827550888, 520.0642533302307, 502.86617666482925, 478.1248878836632, 446.99697601795197, 398.9029945731163, 357.0764185488224, 360.6801208257675, 319.6858701854944, 294.55236425995827, 295.3469830304384, 291.9194002188742, 283.59748501330614, 246.50024870410562, 250.61653516814113, 269.7475590631366, 228.76979319937527, 217.6360610574484, 206.9717324692756, 215.62111213058233, 204.18644236586988, 202.76336867548525, 212.8844103142619, 187.82795602083206, 183.80288868956268, 173.4846546780318, 175.44816462881863, 188.61719398759305, 162.69765350501984, 174.67777175549418
