0,86.2625,90.8,76.1,87.5,90.65
1,85.13333333333334,91.0,73.25,89.03333333333333,87.25
2,83.75416666666666,86.18333333333334,75.88333333333334,90.75,82.2
3,85.8125,84.3,80.78333333333333,84.83333333333333,93.33333333333333
4,84.84166666666667,86.53333333333333,74.8,86.63333333333334,91.4
5,85.55416666666666,91.06666666666666,73.13333333333334,88.31666666666666,89.7
6,86.30416666666666,90.28333333333333,74.73333333333333,90.68333333333334,89.51666666666667
7,87.55416666666666,89.43333333333334,83.1,87.9,89.78333333333333
8,81.54166666666667,91.06666666666666,68.15,86.81666666666666,80.13333333333334
9,83.74583333333334,92.11666666666666,65.2,87.5,90.16666666666667
