0,84.00416666666666,93.66666666666667,67.2,85.86666666666666,89.28333333333333
1,85.54583333333333,84.15,79.9,89.91666666666667,88.21666666666667
2,85.025,93.58333333333333,77.16666666666667,80.95,88.4
3,84.24166666666666,89.75,78.11666666666666,84.23333333333333,84.86666666666666
4,84.975,92.5,71.1,84.0,92.3
5,85.32916666666667,91.06666666666666,72.66666666666667,85.13333333333334,92.45
6,83.77083333333333,92.8,70.6,78.58333333333333,93.1
7,85.32083333333334,88.2,84.83333333333333,80.61666666666666,87.63333333333334
8,84.5375,90.01666666666667,71.73333333333333,87.43333333333334,88.96666666666667
9,83.1375,93.78333333333333,59.333333333333336,87.9,91.53333333333333
0,85.4375,89.48333333333333,74.86666666666666,88.65,88.75
1,85.38333333333334,89.78333333333333,79.03333333333333,89.63333333333334,83.08333333333333
2,79.5,75.1,82.08333333333333,82.58333333333333,78.23333333333333
3,84.875,84.15,80.9,89.68333333333334,84.76666666666667
4,83.3,90.66666666666667,72.7,80.83333333333333,89.0
5,85.21666666666667,92.4,72.86666666666666,86.71666666666667,88.88333333333334
6,82.07916666666667,91.76666666666667,59.016666666666666,86.75,90.78333333333333
7,84.61666666666666,84.0,80.98333333333333,86.85,86.63333333333334
8,83.1125,85.1,73.93333333333334,84.63333333333334,88.78333333333333
9,86.025,93.58333333333333,74.35,89.0,87.16666666666667
